id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Cost percentage per listing,Gross Income from property per listing
20321714,Great spacious prime studio in Midtown,115844816,Tony,Manhattan,Murray Hill,40.74819,-73.97201,Entire home/apt,200,6,2,2017-10-24,0.09,1,341,20.95%,158.1
20325986,Brooklyn Condominium - Bushwick,145013050,Dylan,Brooklyn,Bushwick,40.70423,-73.91595,Private room,75,1,3,2017-09-01,0.13,1,0,20.95%,59.29
20328568,"Insane Manhattan Views, Top Williamsburg Location",1533756,Yusuf,Brooklyn,Williamsburg,40.72106,-73.95974,Entire home/apt,269,5,1,2017-08-28,0.04,1,0,20.95%,212.64
20330081,New York's Hidden Secret for luxury living,131826530,Kathy,Bronx,Riverdale,40.88515,-73.91411,Shared room,800,2,1,2017-09-03,0.04,3,269,20.95%,632.4
20330243,"Huge sunny, beautiful bedroom in Manhattan",145048035,Aura,Manhattan,Harlem,40.81545,-73.94613,Private room,60,1,2,2017-10-29,0.09,1,0,20.95%,47.43
20331468,Large Upper West Side Apartment with Rooftop,18121246,Alana,Manhattan,Upper West Side,40.7856,-73.97539,Entire home/apt,289,3,3,2017-09-23,0.13,1,0,20.95%,228.45
20331502,Room in Upper West Side Apartment - close to park,51752582,Nitzan,Manhattan,Upper West Side,40.7973,-73.9618,Private room,55,3,4,2017-12-19,0.17,1,0,20.95%,43.48
20331717,Huge place in a center of the dream City!,106445337,Ben,Manhattan,Kips Bay,40.73891,-73.98295,Private room,139,2,1,2017-08-18,0.04,1,0,20.95%,109.88
20355009,The Enchanted Pearl Bed & Breakfast ?????,142289760,Janae,Manhattan,Harlem,40.81698,-73.93968,Private room,70,1,9,2017-11-12,0.39,1,89,20.95%,55.34
20356256,"Heart of the East Village,Bright Room Excursion",145194995,Stacy,Manhattan,East Village,40.72982,-73.98371,Private room,56,2,4,2017-09-04,0.17,1,0,20.95%,44.27
20362110,Humble Abode in Harlem,145239999,Jason,Manhattan,Harlem,40.81876,-73.93974,Private room,80,1,4,2017-10-08,0.17,1,179,20.95%,63.24
20379828,Cozy room in trendy Brooklyn neighborhood.,11116177,Alba,Brooklyn,Bedford-Stuyvesant,40.68911,-73.94145,Private room,80,1,2,2017-08-29,0.09,1,0,20.95%,63.24
20382522,"Apartment in Harlem on 145th St, next to 3 train.",13246721,Jay,Manhattan,Harlem,40.8216,-73.93679,Private room,86,1,1,2017-12-02,0.05,1,0,20.95%,67.98
20389872,Sunny Bedroom on Bedford Ave in Williamsburg,50369101,Samantha,Brooklyn,Williamsburg,40.71351,-73.96038,Private room,80,1,1,2017-09-04,0.04,1,0,20.95%,63.24
20390786,Perfect east village | lower east side anchorage,145392038,Emma,Manhattan,Lower East Side,40.72178,-73.98645,Private room,80,1,1,2017-08-11,0.04,1,0,20.95%,63.24
20394608,Hamilton Heights sun filled spacious master BR,75749777,Mykola,Manhattan,Harlem,40.82094,-73.95366,Private room,49,16,1,2017-08-21,0.04,1,0,20.95%,38.73
20394813,Spacious and sunny Prospect Heights One Bedroom,4102722,Charles,Brooklyn,Prospect Heights,40.67988,-73.97375,Entire home/apt,125,1,2,2017-08-27,0.09,1,0,20.95%,98.81
20394850,Upper East Side with outdoor space,145328112,Sheldon,Manhattan,Upper East Side,40.77002,-73.96183,Entire home/apt,150,7,1,2017-08-12,0.04,1,0,20.95%,118.58
20396246,Sunny Harlem Oasis feels like Luxury,57573249,Kesina,Manhattan,Harlem,40.81677,-73.93927,Entire home/apt,185,1,6,2017-11-26,0.26,2,0,20.95%,146.24
20404055,Spacious room with private bathroom in Manhattan,7433664,Muneeza,Manhattan,Washington Heights,40.8459,-73.94219,Private room,60,1,1,2017-08-15,0.04,1,0,20.95%,47.43
20417560,The City Farmhouse A&B **MONTHLY RENTALS**,119441,Angele,Queens,Astoria,40.75818,-73.91398,Entire home/apt,600,30,1,2017-12-26,0.05,3,220,20.95%,474.3
20419339,Unique and spacious 1BR in Greenpoint Brooklyn,31624246,James,Brooklyn,Greenpoint,40.72037,-73.94624,Entire home/apt,175,2,3,2017-11-05,0.13,1,178,20.95%,138.34
20423928,Artistic Bedstuy Apartment,12570239,Rachel,Brooklyn,Bedford-Stuyvesant,40.68653,-73.9438,Private room,85,4,2,2017-10-09,0.09,1,0,20.95%,67.19
20425394,Studio Apartment in Chelsea,26329486,Nick,Manhattan,Chelsea,40.74418,-73.9999,Entire home/apt,162,3,4,2017-12-30,0.18,1,0,20.95%,128.06
20425734,Cozy room in a happy apartment,18947979,Junghwee Bella,Queens,Woodside,40.74273,-73.90458,Private room,35,7,2,2017-09-03,0.09,1,0,20.95%,27.67
20431492,"Cozy & clean Bedstuy, Brooklyn bedroom",73954921,Anthony,Brooklyn,Bedford-Stuyvesant,40.69173,-73.95104,Private room,38,1,1,2017-08-24,0.04,1,0,20.95%,30.04
20432615,Private room next to Central Park!,19887805,Joshua,Manhattan,Upper West Side,40.79574,-73.96312,Private room,61,1,1,2017-08-26,0.04,1,35,20.95%,48.22
20435714,Pretty studio with lots of light,48677247,Elle,Bronx,Norwood,40.88304,-73.88278,Entire home/apt,58,5,1,2017-09-05,0.04,1,0,20.95%,45.85
20438015,Prime Upper West Side Duplex,15004693,S,Manhattan,Upper West Side,40.78304,-73.97309,Entire home/apt,250,2,2,2017-12-24,0.09,1,0,20.95%,197.63
20440249,Sunset Park Brownstone Apartment with Backyard,31031279,Chelsea,Brooklyn,Sunset Park,40.6494,-74.00967,Entire home/apt,72,3,1,2017-09-01,0.04,1,21,20.95%,56.92
20448558,Beautiful Sunny Apartment in Bay Ridge,145953481,A & H,Brooklyn,Bay Ridge,40.62985,-74.01738,Entire home/apt,120,2,7,2017-10-30,0.31,1,0,20.95%,94.86
20451532,"Greenpoint private room w/back yard, dishwasher",37050812,Stephanie,Brooklyn,Greenpoint,40.73547,-73.95495,Private room,55,2,4,2017-10-23,0.18,1,0,20.95%,43.48
20481653,Spacious 1bd in the heart of Harlem,80597953,Lauren,Manhattan,Harlem,40.80194,-73.95602,Entire home/apt,125,2,1,2017-08-27,0.04,1,0,20.95%,98.81
20482231,Park Slope Sanctuary on F/G/R,10653881,Max And Heather,Brooklyn,Park Slope,40.67242,-73.98614,Private room,70,1,11,2017-11-17,0.49,2,0,20.95%,55.34
20486011,"Queen w/Private Bath, steps from Central Park !",76729714,Maddy,Manhattan,Harlem,40.79971,-73.95175,Private room,70,4,3,2017-11-05,0.13,1,0,20.95%,55.34
20491800,Huge 2BR/2BA on border of Carroll Gardens/Gowanus,4376320,Brooks,Brooklyn,Gowanus,40.68003,-73.99039,Entire home/apt,192,2,1,2017-11-26,0.05,1,0,20.95%,151.78
20494330,Modern Bushwick Oasis Filled with Light & Art,6503786,Zachary,Brooklyn,Bushwick,40.69467,-73.91444,Entire home/apt,175,4,1,2017-09-04,0.04,1,188,20.95%,138.34
20495252,Beautiful Room in a Classic Harlem Neighborhood!,126844198,Rahwa,Manhattan,Harlem,40.8255,-73.94119,Private room,50,3,2,2017-10-10,0.09,1,0,20.95%,39.53
20498407,Your Cozy Home in Astoria,19901294,Paco,Queens,Astoria,40.76255,-73.92347,Entire home/apt,106,4,1,2017-09-10,0.04,1,0,20.95%,83.79
20503496,Cozy room + bright apartment + rooftop lounge,90237608,Cindy,Queens,Ridgewood,40.69883,-73.90077,Private room,50,1,2,2017-10-14,0.09,1,0,20.95%,39.53
20506551,Cozy bedroom in a spacious apartment.,111451636,Caleb,Manhattan,Washington Heights,40.84545,-73.94172,Private room,50,2,1,2017-09-11,0.05,1,0,20.95%,39.53
20520410,MANHATTAN Budget Shared Room East harlem,39657176,Andrew,Manhattan,East Harlem,40.8027,-73.9398,Shared room,75,7,1,2017-08-20,0.04,1,0,20.95%,59.29
20521092,Bushwick Reading Room,5190439,Armando,Brooklyn,Bushwick,40.70141,-73.92368,Private room,55,1,9,2017-10-01,0.4,1,0,20.95%,43.48
20527413,"Spacious, 2 Story Suburban Retreat in the LES",54401544,Cassidy,Manhattan,Lower East Side,40.71898,-73.98472,Private room,133,2,1,2017-12-03,0.05,1,0,20.95%,105.14
20533007,Taaffe Playground 2,3013248,Shane,Brooklyn,Bedford-Stuyvesant,40.69199,-73.95908,Private room,72,1,1,2017-09-08,0.04,1,0,20.95%,56.92
20535577,1 bedroom Aptm+ Guest room close to Prospect Park,59442523,Josh,Brooklyn,Flatbush,40.6531,-73.96331,Entire home/apt,80,1,2,2017-08-25,0.09,2,0,20.95%,63.24
20537153,West Village-charming studio/amazing location!,30805991,Daniel,Manhattan,West Village,40.73514,-74.00647,Entire home/apt,190,3,2,2017-09-26,0.09,1,0,20.95%,150.2
20538305,"East Village, Spacious Private Room w Backyard",89501678,Kyle,Manhattan,East Village,40.72104,-73.97991,Private room,78,1,8,2017-08-28,0.35,2,0,20.95%,61.66
20539089,Sunny Greenwich Village 1 br in best location!,24530399,Delia,Manhattan,West Village,40.73453,-74.00238,Entire home/apt,250,2,2,2017-10-01,0.09,1,0,20.95%,197.63
20540868,Cozy apt in Astoria near train and bus,58391491,Juel,Queens,East Elmhurst,40.76546,-73.87201,Entire home/apt,220,1,5,2017-11-09,0.22,5,0,20.95%,173.91
20541408,Female Only Upper West Side Room,87951927,Jeanie,Manhattan,Upper West Side,40.80046,-73.96598,Private room,75,1,5,2017-09-25,0.22,1,0,20.95%,59.29
20541640,Boho Chic Brooklyn Heights,11478902,Ben,Brooklyn,Brooklyn Heights,40.69439,-73.99396,Entire home/apt,110,2,1,2017-08-30,0.04,1,0,20.95%,86.96
20548717,A private bedroom in the heart of Manhattan,100836839,Elizabeth,Manhattan,Midtown,40.74983,-73.98646,Private room,70,5,1,2017-09-27,0.05,1,0,20.95%,55.34
20553129,Bohemian Sanctuary,11723764,Whitney,Brooklyn,Williamsburg,40.70791,-73.93877,Entire home/apt,97,1,2,2017-08-30,0.09,1,0,20.95%,76.68
20555087,Uptown comfy private large room,90153911,Ronny,Manhattan,Harlem,40.82279,-73.95216,Private room,65,2,2,2017-09-15,0.09,1,0,20.95%,51.38
20557463,Cozy modern room with good company and great view,58231083,Seo Hee,Manhattan,Morningside Heights,40.80389,-73.96541,Private room,50,2,2,2017-09-04,0.09,1,0,20.95%,39.53
20557804,Upper East Duplex with private garden,39927670,Frank,Manhattan,Upper East Side,40.77531,-73.95165,Entire home/apt,151,6,2,2017-09-03,0.09,1,0,20.95%,119.37
20568215,NYC tourism and food just steps away!,93376283,Gabriella,Manhattan,Hell's Kitchen,40.76638,-73.99079,Entire home/apt,168,2,4,2017-11-25,0.2,1,0,20.95%,132.8
20570291,Lovely and Modern Greenpoint Apartment,44336290,Roya,Brooklyn,Greenpoint,40.72917,-73.95589,Entire home/apt,160,2,3,2017-12-30,0.13,1,0,20.95%,126.48
20572398,Big room in a great Williamsburg apartment,131950694,Sara,Brooklyn,Williamsburg,40.71475,-73.94197,Private room,70,1,1,2017-08-26,0.04,1,0,20.95%,55.34
20573565,Spacious room in central Brooklyn location,125692898,Andrea,Brooklyn,Bushwick,40.70463,-73.92428,Private room,70,2,2,2017-09-04,0.09,1,0,20.95%,55.34
20582991,Private studio in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74844,-73.97713,Entire home/apt,130,30,1,2017-11-01,0.05,50,364,20.95%,102.77
20587159,Cozy East Village Studio Apartment,8130515,Jessica,Manhattan,East Village,40.72547,-73.98315,Entire home/apt,150,2,2,2017-09-26,0.09,1,0,20.95%,118.58
20587567,Cozy Studio Apartment in West Chelsea,4114004,Scott,Manhattan,Chelsea,40.74847,-74.00033,Entire home/apt,154,2,3,2017-12-11,0.13,1,0,20.95%,121.74
20587755,"Hello, Brooklyn.",4983469,Jonathan,Brooklyn,Boerum Hill,40.68796,-73.98783,Entire home/apt,174,3,5,2017-11-05,0.23,1,0,20.95%,137.55
20588184,PEPE's PLACE !!!!! Shared Apartment!!!!,147094537,Morgan,Bronx,Concourse Village,40.83206,-73.91969,Shared room,60,1,2,2017-09-21,0.09,1,0,20.95%,47.43
20599362,1.5 bedroom in Williamsburg,11573901,Christine,Brooklyn,Williamsburg,40.711,-73.95827,Entire home/apt,185,2,1,2017-09-08,0.04,1,0,20.95%,146.24
20602769,Huge 2 BR & 2 Bth Duplex w/ Private Patio & Roof,24323380,Jonathan,Brooklyn,Bedford-Stuyvesant,40.69315,-73.9565,Entire home/apt,180,3,1,2017-12-16,0.05,1,0,20.95%,142.29
20603008,Cozy Room in Brooklyn (5 min from J train),142398188,Holly,Brooklyn,Bedford-Stuyvesant,40.69268,-73.93054,Private room,50,5,1,2017-09-04,0.04,1,6,20.95%,39.53
20607771,Clean room 4 blocks to the N/W Train,76829914,Erik,Queens,Astoria,40.76398,-73.91974,Private room,90,5,2,2017-09-20,0.09,1,83,20.95%,71.15
20608117,"Sunny, Quiet Room in Greenpoint",1641537,Lauren,Brooklyn,Greenpoint,40.72462,-73.94072,Private room,0,2,12,2017-10-27,0.53,2,0,20.95%,0
20609505,Your favorite room,82189528,Lara,Manhattan,Washington Heights,40.84131,-73.93574,Private room,52,2,1,2017-09-21,0.05,1,0,20.95%,41.11
20614953,large serene room available in brooklyn duplex,129242503,Rachel,Brooklyn,Bedford-Stuyvesant,40.69189,-73.95936,Private room,65,2,1,2017-09-04,0.04,1,0,20.95%,51.38
20616239,Beautiful Nolita Apartment,7941058,Levi,Manhattan,Lower East Side,40.721,-73.99147,Entire home/apt,200,2,3,2017-12-22,0.15,1,38,20.95%,158.1
20616864,Private 1 Bedroom Apartment Manhattan,105462484,Leo,Manhattan,East Harlem,40.78784,-73.94931,Entire home/apt,130,1,4,2017-10-25,0.18,1,0,20.95%,102.77
20616929,Spacious 1 Bd. Apt. Inwood near Fort Tryon Park,1524708,Galen,Manhattan,Inwood,40.85927,-73.92966,Private room,200,3,1,2017-10-24,0.05,1,0,20.95%,158.1
20620647,Studio Deluxe 1 - Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.7538,-73.97355,Private room,389,3,3,2017-09-14,0.13,4,357,20.95%,307.5
20621540,Spacious Room in Fort Greene,3490097,Victoria,Brooklyn,Fort Greene,40.68703,-73.97575,Private room,67,3,1,2017-09-12,0.05,1,0,20.95%,52.96
20623171,"East Village, Private Room",89501678,Kyle,Manhattan,East Village,40.72132,-73.98068,Private room,83,2,1,2017-08-27,0.04,2,0,20.95%,65.61
20624666,Sunny 1 BR with Amazing Views,17090405,Mazdak,Brooklyn,Crown Heights,40.67502,-73.95732,Entire home/apt,100,1,2,2017-09-15,0.09,1,0,20.95%,79.05
20632255,Private bedroom in Upper East Side apt w/ balcony!,90748448,Christina,Manhattan,Upper East Side,40.77439,-73.95489,Private room,85,2,2,2017-10-01,0.09,1,0,20.95%,67.19
20635939,Studio Deluxe 2- Wyndham Midtown 45,145801588,Aaron,Manhattan,Midtown,40.75328,-73.97193,Private room,389,3,2,2017-10-20,0.09,4,357,20.95%,307.5
20638833,Private room,147567811,Renaldy,Queens,Astoria,40.77326,-73.92677,Private room,50,4,1,2017-09-22,0.05,1,0,20.95%,39.53
20649522,"Bushwick, Spacious Private Room with Balcony",21227711,Merrill,Brooklyn,Bushwick,40.69543,-73.92324,Private room,75,4,4,2017-09-25,0.18,1,0,20.95%,59.29
20649922,Sunny room in the heart of WILLIAMSBURG Brooklyn.,21921891,Manuel,Brooklyn,Williamsburg,40.71215,-73.95177,Private room,80,5,1,2017-08-25,0.04,1,0,20.95%,63.24
20650685,Cozy and Sunny Room Queen Size Bed in Bedstuy,8671974,Laure,Brooklyn,Bedford-Stuyvesant,40.68919,-73.9335,Private room,60,2,1,2017-09-02,0.04,1,365,20.95%,47.43
20651136,"Private 1 bed 1 bath- Chelsea, Manhattan",44170535,Caitlin,Manhattan,Chelsea,40.7459,-73.99867,Private room,165,3,4,2017-10-10,0.18,2,0,20.95%,130.43
20663286,Bright bedroom in convenient Bushwick w/ Rooftop!,133410060,Guille,Brooklyn,Bushwick,40.69455,-73.92715,Private room,59,1,3,2017-09-12,0.13,1,0,20.95%,46.64
20663997,"Quiet, spacious room in hip Greenpoint apartment",48608026,Sarah,Brooklyn,Greenpoint,40.7228,-73.94538,Private room,90,1,3,2017-09-30,0.14,1,0,20.95%,71.15
20664395,Entire Apartment  Park Slope,3894387,Ren??,Brooklyn,South Slope,40.6628,-73.98349,Entire home/apt,111,2,1,2017-09-08,0.04,1,0,20.95%,87.75
20673104,Affordable 2 Bedroom on the UES!!!,10774442,Zoe,Manhattan,Upper East Side,40.76644,-73.95486,Entire home/apt,130,3,3,2017-09-28,0.13,1,0,20.95%,102.77
20673848,Big One Bedroom Directly Across from Central Park!,73597988,Shaye,Manhattan,Upper West Side,40.79982,-73.96058,Entire home/apt,135,2,1,2017-09-10,0.04,1,0,20.95%,106.72
20674600,Modern luxury king apartment with large windows,20369715,Sam,Manhattan,Hell's Kitchen,40.7646,-73.98981,Entire home/apt,290,2,1,2017-09-09,0.04,1,0,20.95%,229.25
20675077,Sunny Room in Williamsburg- One Block from L Train,118251350,Jake,Brooklyn,Williamsburg,40.71122,-73.94347,Private room,53,3,4,2017-09-01,0.18,1,0,20.95%,41.9
20675173,"Luxury duplex, Brooklyn Museum",24333820,Nick,Brooklyn,Crown Heights,40.6753,-73.96282,Private room,80,3,2,2017-09-26,0.09,1,0,20.95%,63.24
20679146,Private room in Williamsburg with patio,10077970,Alyssa,Brooklyn,Williamsburg,40.71462,-73.96263,Private room,57,1,3,2017-09-16,0.13,1,0,20.95%,45.06
20689638,LARGE PRIVATE ROOM CLOSE TO MANHATTAN,139357580,Shuly,Queens,Ditmars Steinway,40.77281,-73.90295,Private room,60,1,3,2017-09-15,0.13,8,129,20.95%,47.43
20691057,Cozy 2 Bedroom Apt in NYC's hippest neighborhood,33899564,Kayla,Manhattan,East Village,40.72405,-73.97747,Entire home/apt,150,4,6,2017-10-01,0.26,1,0,20.95%,118.58
20691991,One bedroom with private bathroom in East Village,35875227,Rahul,Manhattan,East Village,40.7293,-73.98283,Private room,100,3,1,2017-09-04,0.04,1,0,20.95%,79.05
20692888,Large Bedroom in Williamsburg 10 mins to Manhattan,3879852,Zaki,Brooklyn,Williamsburg,40.71279,-73.94662,Private room,65,3,1,2017-09-20,0.05,1,0,20.95%,51.38
20697463,"Quaint, Cozy apartment in Queens",30490972,Kirk,Queens,Ridgewood,40.69748,-73.90127,Entire home/apt,125,3,5,2017-09-25,0.22,1,0,20.95%,98.81
20708173,Crown Heights 1 Bedroom,834806,Daniel,Brooklyn,Crown Heights,40.66592,-73.95319,Entire home/apt,100,7,3,2017-11-10,0.13,1,0,20.95%,79.05
20710508,1 bedroom in East Village (private ensuite),25124335,Danny,Manhattan,East Village,40.72987,-73.98283,Private room,100,3,3,2017-11-19,0.14,1,0,20.95%,79.05
20711342,Great Location - Bedford Bedroom,6520264,Mark,Brooklyn,Williamsburg,40.71702,-73.95732,Private room,75,2,1,2017-09-21,0.05,1,0,20.95%,59.29
20714824,Spacious 1 Bed Apartment 20 minutes from Midtown,1424332,Jose,Manhattan,Washington Heights,40.83902,-73.93766,Entire home/apt,50,3,2,2017-10-10,0.09,1,0,20.95%,39.53
20729892,Nice and Cozy Room in Astoria Close to Manhattan.,100833625,Yunmi,Queens,Long Island City,40.75401,-73.92013,Private room,49,1,4,2017-11-26,0.19,1,0,20.95%,38.73
20738991,Brownstone apartment in Bed-Stuy,37627534,Tim,Brooklyn,Bedford-Stuyvesant,40.68953,-73.93187,Private room,49,2,1,2017-09-11,0.05,1,0,20.95%,38.73
20741563,Back to the 90s Bedroom,38561955,Alex,Brooklyn,Bedford-Stuyvesant,40.68566,-73.92552,Private room,48,1,2,2017-09-30,0.09,1,0,20.95%,37.94
20753678,"LGBTQ+ Super Chill Brooklyn Private Room, JMZ,",46120364,Nate,Brooklyn,Williamsburg,40.70926,-73.95515,Private room,76,1,9,2017-10-15,0.4,1,310,20.95%,60.08
20755255,Private 1-bedroom Modern Apt in Upper Manhattan,28337487,Sebastian,Manhattan,Washington Heights,40.84962,-73.94011,Private room,60,1,11,2017-11-02,0.49,1,0,20.95%,47.43
20755500,SUNNY + MODERN NEW 1 BEDROOM APARTMENT IN BEDSTUY,1180050,Shawn,Brooklyn,Bedford-Stuyvesant,40.6918,-73.95151,Entire home/apt,200,4,2,2017-11-15,0.09,1,0,20.95%,158.1
20757519,Sofa bed in bright & beautiful apt (with rooftop),42154911,Hannah,Manhattan,Harlem,40.82992,-73.94563,Shared room,60,2,1,2017-09-03,0.04,2,0,20.95%,47.43
20757599,Manhattan view in Bushwick,80897490,Steven,Brooklyn,Bedford-Stuyvesant,40.69099,-73.92657,Private room,50,1,1,2017-09-07,0.04,1,0,20.95%,39.53
20760274,"New Building w/ Rooftop & Laundry, Cozy Room",24417778,Auni (Masroor),Brooklyn,Bedford-Stuyvesant,40.67927,-73.94758,Private room,88,4,1,2017-09-15,0.05,1,0,20.95%,69.56
20761753,Large private bedroom near Manhattan.,148681567,Dinara,Queens,Sunnyside,40.74823,-73.91456,Private room,60,4,1,2017-09-20,0.05,1,0,20.95%,47.43
20770559,Big cozy private room next to the Park,4982459,Mariana,Brooklyn,Flatbush,40.65247,-73.96399,Private room,44,3,1,2017-09-20,0.05,3,0,20.95%,34.78
20780311,Cozy Apartment in Washington Heigths,106863782,Mariarosa,Manhattan,Washington Heights,40.85148,-73.9301,Entire home/apt,175,2,2,2017-11-05,0.09,1,0,20.95%,138.34
20792967,Your Own Flat in Historic Bed-Stuy District,2648270,Jaweer,Brooklyn,Bedford-Stuyvesant,40.68462,-73.93724,Entire home/apt,74,4,1,2017-09-30,0.05,1,0,20.95%,58.5
20794837,One Bedroom,149071197,Sydnee,Manhattan,Harlem,40.8204,-73.93867,Private room,50,1,2,2017-09-10,0.09,1,0,20.95%,39.53
20794951,"Brand new true 1BD, close to everything!",106894257,Avihay,Queens,Astoria,40.77039,-73.92626,Entire home/apt,93,7,1,2017-09-17,0.05,1,0,20.95%,73.52
20795854,Full Top Floor of Brownstone in Historic District,69992824,Christian,Brooklyn,Bedford-Stuyvesant,40.68181,-73.94214,Entire home/apt,250,1,3,2017-10-30,0.14,1,51,20.95%,197.63
20799506,BunkBeds 5 min to NYC 900Mb Full Closet,30384194,Patricio,Queens,Astoria,40.75713,-73.91334,Private room,99,3,1,2017-09-16,0.05,2,328,20.95%,78.26
20802860,Greenpoint Spacious New Room on McCarren Park,11589542,Michael,Brooklyn,Greenpoint,40.72228,-73.94817,Private room,135,2,2,2017-10-15,0.09,1,0,20.95%,106.72
20803220,Romantic NYC Getaway,7913159,Cait,Manhattan,Washington Heights,40.84566,-73.93998,Entire home/apt,75,3,3,2017-12-27,0.14,1,0,20.95%,59.29
20803231,Minimal Light-filled Home Near Prospect Park,1143503,Tina,Brooklyn,Windsor Terrace,40.65457,-73.97512,Entire home/apt,145,3,1,2017-10-09,0.05,1,0,20.95%,114.62
20809263,Elegant Studio Apt in Prospect Heights,87024253,Miguel,Brooklyn,Prospect Heights,40.67935,-73.9723,Entire home/apt,115,2,7,2017-11-27,0.32,1,0,20.95%,90.91
20812956,Chic 1 Bedroom with Empire State Views in NYC,27601846,Kristin,Manhattan,Harlem,40.80344,-73.95513,Entire home/apt,183,2,3,2017-09-15,0.13,1,37,20.95%,144.66
20814478,New York Experience,37038571,Haniel,Manhattan,Upper West Side,40.79796,-73.97255,Entire home/apt,250,2,1,2017-10-09,0.05,1,0,20.95%,197.63
20815900,Huge One of A Kind Loft West Village/Meatpacking,6433797,Marlon,Manhattan,Chelsea,40.74039,-74.00029,Private room,89,2,1,2017-09-14,0.05,1,0,20.95%,70.35
20818523,"Cute, airy attic room",28589041,Frankie,Brooklyn,Bedford-Stuyvesant,40.69332,-73.95085,Private room,50,1,1,2017-09-21,0.05,2,0,20.95%,39.53
20834832,Bright charming studio in quiet treelined Brooklyn,4123240,Rhianna,Brooklyn,Crown Heights,40.67064,-73.9476,Private room,75,4,2,2017-10-01,0.09,1,0,20.95%,59.29
20835690,CHARMING OLD WORLD FLAT - WEST VILLAGE NEAR SOHO,1651791,Juliana,Manhattan,West Village,40.73145,-74.00184,Private room,114,1,10,2017-11-28,0.47,1,0,20.95%,90.12
20837712,Beautiful bright 1 bedroom in Greenwich Village,36998610,Cat,Manhattan,Greenwich Village,40.73127,-73.99939,Entire home/apt,220,1,1,2017-09-21,0.05,1,0,20.95%,173.91
20845735,Cozy Room in Bushwick.,87562955,Kennedy,Brooklyn,Bushwick,40.69813,-73.91991,Private room,35,7,1,2017-10-04,0.05,1,0,20.95%,27.67
20863180,Perrier Palace,127887992,Stephanie,Brooklyn,Bedford-Stuyvesant,40.69102,-73.94898,Entire home/apt,180,4,2,2017-12-11,0.09,1,0,20.95%,142.29
20870201,Gorgeous Studio + Fully-stocked Italian Kitchen,49700889,Sarah,Brooklyn,Bedford-Stuyvesant,40.68071,-73.91873,Entire home/apt,70,1,15,2017-12-18,0.69,1,0,20.95%,55.34
20883446,Private room near train into midtown Manhattan,16323240,Oliver,Queens,Sunnyside,40.7448,-73.92364,Private room,47,2,2,2017-10-16,0.09,2,0,20.95%,37.15
20888020,Upper West Side Room,150032863,Ayelet,Manhattan,Upper West Side,40.79499,-73.97669,Private room,75,5,2,2017-09-16,0.09,1,0,20.95%,59.29
20896775,Cozy Park Slope 1br Bungalo,83798461,Liam,Brooklyn,Park Slope,40.67518,-73.98119,Private room,70,1,4,2017-09-29,0.18,1,0,20.95%,55.34
20899010,"Historic (& happening!) Prospect Heights, BK",5761096,Leah,Brooklyn,Prospect Heights,40.67556,-73.96427,Private room,80,1,1,2017-09-13,0.05,1,0,20.95%,63.24
20903359,Prime Location! Luxury Bldg-Lg Rm w/ City Views!,26019828,Sonia,Manhattan,Hell's Kitchen,40.76078,-73.99683,Private room,79,5,1,2017-09-25,0.05,2,0,20.95%,62.45
20914119,**Amazing Studio Balcony Steps from Time Square**,52950465,Gal,Manhattan,Hell's Kitchen,40.7605,-73.99189,Entire home/apt,129,30,1,2017-12-05,0.05,12,310,20.95%,101.97
20916311,HUGE apartment in Crown Heights,22565156,Melissa,Brooklyn,Crown Heights,40.66689,-73.92806,Private room,45,21,1,2017-10-02,0.05,1,44,20.95%,35.57
20932707,Great Location to Explore NYC,79534925,Eunice,Manhattan,Upper East Side,40.77751,-73.95575,Private room,65,4,10,2017-12-02,0.46,1,0,20.95%,51.38
20932773,Well-Located Private Bedroom in Williamsburg,150482893,Devon,Brooklyn,Williamsburg,40.71469,-73.93971,Private room,80,3,2,2017-12-07,0.09,1,0,20.95%,63.24
20935388,Modern Penthouse Apartment with Private Roof Deck,733286,Doug,Manhattan,East Village,40.72232,-73.98055,Entire home/apt,225,14,1,2017-12-17,0.05,1,0,20.95%,177.86
20941420,Room in Chelsea,15487773,Sorcha,Manhattan,Chelsea,40.74063,-73.99998,Private room,100,2,4,2017-10-30,0.19,1,0,20.95%,79.05
20943288,Williamsburg's BEST location Apartment,127726243,Daniela,Brooklyn,Greenpoint,40.71951,-73.95397,Entire home/apt,200,7,6,2017-12-10,0.27,1,0,20.95%,158.1
20943918,Best Space near Manhattan!,33782746,Lu,Manhattan,Roosevelt Island,40.76846,-73.94461,Entire home/apt,150,4,1,2017-12-31,0.05,1,0,20.95%,118.58
20946154,Prime location.near all 20 mins to manhattan.apt1B,59974573,Taka,Queens,Elmhurst,40.73742,-73.87027,Entire home/apt,99,4,5,2017-11-13,0.23,2,5,20.95%,78.26
20954729,Beautiful apt. in Upper West Side close to subway,132158770,Leva,Manhattan,Morningside Heights,40.814,-73.96228,Entire home/apt,150,2,3,2017-10-29,0.14,1,0,20.95%,118.58
